Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Total embarked,Total disembarked,Year of arrival at port of disembarkation,Percent men,Percent women,Percent children,Slaves died during middle passage,Mortality rate,Slaves outcome label
21192,Merchant Adventure,London,"Gold Coast, port unspecified",62,48,1683,,,,,,Slaves disembarked in Americas
21195,Crown,London,"Gold Coast, port unspecified",400,305,1692,,,,,,Slaves disembarked in Americas
21198,Victory,London,"Africa., port unspecified",145,109,1662,,,,,,No information on slaves
21199,Dolphin,London,"Africa., port unspecified",330,264,1662,,,,,,No information on slaves
21200,Martha,London,"Africa., port unspecified",330,264,1662,,,,,,No information on slaves
21201,Charles,London,"Gold Coast, port unspecified",164,128,1663,,,,,,Slaves disembarked in Old World
21202,Cormantine,London,"Africa., port unspecified",564,452,1668,,,,,,Slaves disembarked in Americas
21203,Adam,London,"Africa., port unspecified",350,301,1676,,,,,,Slaves disembarked in Americas
21209,Antigua Merchant,London,"Africa., port unspecified",243,195,1677,,,,,,No information on slaves
21210,Blossom,London,"Africa., port unspecified",243,195,1677,,,,,,No information on slaves
21216,Fairfax,London,"Africa., port unspecified",243,195,1698,,,,,,Slaves disembarked in Americas
21217,Nicholson,London,"Africa., port unspecified",286,229,1700,,,,,,Slaves disembarked in Americas
21218,Two Brothers,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",71,60,1701,,,,,,Slaves disembarked in Americas
21219,Shrewsbury Gall,London,"Africa., port unspecified",192,154,1701,,,,,,Slaves disembarked in Americas
21220,Africa Gally,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",75,57,1701,0.325,0.45,0.225,,,Slaves disembarked in Americas
21221,Eagle Gally,London,Calabar,302,229,1704,,,,,,Slaves disembarked in Americas
21222,Warner,London,"Africa., port unspecified",230,184,1701,,,,,,Slaves disembarked in Americas
21223,Nicholson,London,"Africa., port unspecified",327,262,1701,,,,,,Slaves disembarked in Americas
21224,Mary,London,"Africa., port unspecified",179,143,1702,,,,,,Slaves disembarked in Americas
21225,Codrington,London,"Africa., port unspecified",327,262,1704,,,,,,Slaves disembarked in Americas
21226,Thomas and John,London,Calabar,361,292,1705,,,,,,Slaves disembarked in Americas
21227,Aaron Frigate,London,"Africa., port unspecified",136,109,1705,,,,,,Slaves disembarked in Americas
21228,William and Mary,London,"Africa., port unspecified",112,90,1705,,,,,,Slaves disembarked in Americas
21230,Neptune,London,Whydah,370,315,1706,,,,,,Slaves disembarked in Americas
21231,Eagle Gally,London,"Africa., port unspecified",375,300,1706,,,,,,Slaves disembarked in Americas
21232,Eagle Gally,London,"Africa., port unspecified",370,296,1708,,,,,,Slaves disembarked in Americas
21235,Mary and Elizabeth,London,Gambia,200,113,1713,,,,87,0.43,Slaves disembarked in Americas
21238,Prosperous,London,,,,1664,,,,,,No slaves embarked
21239,Mary,London,New Calabar,131,91,1665,,,,,,Slaves disembarked in Americas
21240,Jane,London,,,,1665,,,,,,No slaves embarked
21241,Friend Frigate,London,Calabar,300,208,1665,,,,,,Slaves disembarked in Americas
21242,Dorothy,London,Calabar,253,178,1681,,,,,,"Slaves embarked, transhipped or no further record"
21244,Elizabeth,London,Calabar,223,155,1664,,,,,,Slaves disembarked in Americas
21245,Lady Francis,London,New Calabar,125,87,1678,0.71264,0.28736,0.0,,,Slaves disembarked in Americas
21246,Lady Francis,London,New Calabar,147,102,1679,,,,,,Slaves disembarked in Americas
21247,George,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",251,174,1681,,,,,,Slaves disembarked in Americas
21248,Primrose,London,New Calabar,251,174,1683,,,,,,Slaves disembarked in Americas
21249,Bohemia Merchant,London,Ardra,404,307,1682,,,,,,"Slaves embarked, transhipped or no further record"
21250,Blossom,London,Calabar,251,174,1686,,,,,,"Slaves embarked, transhipped or no further record"
21251,John,London,Calabar,251,174,1687,,,,,,Slaves disembarked in Americas
21252,Thomas and Susannah,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",251,174,1690,,,,,,"Slaves embarked, transhipped or no further record"
21253,John and Mary,London,Whydah,404,,1700,,,,,,Slaves perished with ship
21255,Neptune,London,Gambia,68,60,1702,,,,,,Slaves disembarked in Americas
21258,Calabar Merchant,London,Calabar,238,181,1702,,,,,,Slaves disembarked in Americas
21260,Exchange,London,"Africa., port unspecified",243,195,1691,,,,,,No information on slaves
21261,Hester and Mary,London,"Africa., port unspecified",243,195,1691,,,,,,No information on slaves
21262,Prosperous,London,"Africa., port unspecified",250,200,1701,,,,,,Slaves disembarked in Americas
21264,Whidah,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",294,250,1698,,,,,,Slaves disembarked in Americas
21266,Society,London,Alampo,250,200,1698,,,,,,Slaves disembarked in Americas
21268,Mary,London,"Africa., port unspecified",499,400,1699,,,,,,Slaves disembarked in Americas
21270,Unity,London,"Africa., port unspecified",181,145,1699,,,,,,Slaves disembarked in Americas
21271,George,London,"Africa., port unspecified",125,100,1699,,,,,,Slaves disembarked in Americas
21273,Charles,London,"Africa., port unspecified",499,400,1699,,,,,,Slaves disembarked in Americas
21276,Donegal,London,"Africa., port unspecified",499,400,1699,,,,,,Slaves disembarked in Americas
21278,James and Francis,London,Bonny,500,180,1699,,,,320,0.64,Slaves disembarked in Americas
21279,Neptune,London,"Africa., port unspecified",412,330,1699,,,,,,Slaves disembarked in Americas
21281,John and Thomas,London,"Africa., port unspecified",160,128,1700,,,,,,Slaves disembarked in Americas
21282,Experiment,London,"Africa., port unspecified",160,128,1700,,,,,,Slaves disembarked in Americas
21283,Delight,London,"Africa., port unspecified",237,190,1700,,,,,,Slaves disembarked in Americas
21284,Sarah,London,Calabar,431,299,1700,,,,,,Slaves disembarked in Americas
21285,Henrietta Marie,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",274,190,1700,,,,,,Slaves disembarked in Americas
21288,Kent,London,"Africa., port unspecified",562,450,1700,,,,,,Slaves disembarked in Americas
21290,Happy Return,London,"Africa., port unspecified",65,52,1700,,,,,,Slaves disembarked in Americas
21291,Betty,London,"Africa., port unspecified",474,380,1700,,,,,,Slaves disembarked in Americas
21292,Betty,London,"Africa., port unspecified",162,130,1700,,,,,,Slaves disembarked in Americas
21293,Whidah,London,"Bight of Benin, port unspecified",318,270,1700,,,,,,Slaves disembarked in Americas
21295,Gerrard,London,"Africa., port unspecified",208,167,1700,,,,,,Slaves disembarked in Americas
21296,Wormlebury,London,"Gold Coast, port unspecified",294,230,1700,,,,,,Slaves disembarked in Americas
21299,Mayflower,London,"Africa., port unspecified",91,73,1700,,,,,,Slaves disembarked in Americas
21300,Blossome,London,"Africa., port unspecified",79,63,1700,,,,,,Slaves disembarked in Americas
21301,Worcester,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",85,72,1701,,,,,,Slaves disembarked in Americas
21302,Charles,London,"Africa., port unspecified",562,450,1701,,,,,,Slaves disembarked in Americas
21303,Experiment,London,"Africa., port unspecified",176,141,1701,,,,,,Slaves disembarked in Americas
21305,Ormond Gally,London,"Africa., port unspecified",131,105,1701,,,,,,Slaves disembarked in Americas
21306,Saint Anne,London,"Africa., port unspecified",157,126,1701,,,,,,Slaves disembarked in Americas
21307,Cecelia,London,"Africa., port unspecified",146,117,1701,,,,,,Slaves disembarked in Americas
21308,George,London,"Africa., port unspecified",337,270,1701,,,,,,Slaves disembarked in Americas
21309,Champion,London,"Africa., port unspecified",211,169,1701,,,,,,Slaves disembarked in Americas
21311,Donegal,London,"Africa., port unspecified",499,400,1701,,,,,,Slaves disembarked in Americas
21312,Coventry,London,"Africa., port unspecified",312,250,1701,,,,,,Slaves disembarked in Americas
21313,Lewis,London,"Africa., port unspecified",154,123,1701,,,,,,Slaves disembarked in Americas
21314,Dolphin,London,"Africa., port unspecified",96,77,1701,,,,,,Slaves disembarked in Americas
21315,Neptune,London,"Africa., port unspecified",395,316,1701,,,,,,Slaves disembarked in Americas
21316,Sarah,London,"Africa., port unspecified",416,333,1701,,,,,,Slaves disembarked in Americas
21317,Richard and James,London,"Africa., port unspecified",499,400,1701,,,,,,Slaves disembarked in Americas
21318,Mermaid,London,"Africa., port unspecified",255,204,1701,,,,,,Slaves disembarked in Americas
21319,Thomas,London,"Africa., port unspecified",287,230,1701,,,,,,Slaves disembarked in Americas
21320,Port Royal,London,"Africa., port unspecified",109,87,1701,,,,,,Slaves disembarked in Americas
21321,Mayflower,London,"Africa., port unspecified",86,69,1701,,,,,,Slaves disembarked in Americas
21322,Cape Mount,London,"Africa., port unspecified",49,39,1701,,,,,,Slaves disembarked in Americas
21323,Guinea Frigate,London,"Africa., port unspecified",275,220,1701,,,,,,Slaves disembarked in Americas
21324,Society,London,"Africa., port unspecified",74,59,1701,,,,,,Slaves disembarked in Americas
21325,Angola,London,"Africa., port unspecified",300,240,1701,,,,,,Slaves disembarked in Americas
21326,Diligence,London,"Africa., port unspecified",467,374,1701,,,,,,Slaves disembarked in Americas
21328,John and Thomas (a) John,London,"Africa., port unspecified",142,114,1701,,,,,,Slaves disembarked in Americas
21329,Marlborough,London,"Africa., port unspecified",275,230,1702,,,,,,Slaves disembarked in Americas
21330,Content,London,"Africa., port unspecified",145,116,1702,,,,,,Slaves disembarked in Americas
21331,Experiment,London,"Africa., port unspecified",175,140,1702,,,,,,Slaves disembarked in Americas
21333,New Content,London,"Gold Coast, port unspecified",139,120,1702,,,,,,Slaves disembarked in Americas
21336,Kent,London,"Africa., port unspecified",600,486,1702,,,,114,0.19,Slaves disembarked in Americas
21337,Lewis,London,"Africa., port unspecified",112,90,1702,,,,,,Slaves disembarked in Americas
21338,Adventure,London,"Africa., port unspecified",156,125,1702,,,,,,Slaves disembarked in Americas
21339,Amity,London,"Africa., port unspecified",211,169,1703,,,,,,Slaves disembarked in Americas
21340,Wormlebury,London,"Africa., port unspecified",255,204,1702,,,,,,Slaves disembarked in Americas
21342,Way Gally,London,"Africa., port unspecified",237,190,1702,,,,,,Slaves disembarked in Americas
21343,Thomas and John,London,"Africa., port unspecified",400,320,1702,,,,,,Slaves disembarked in Americas
21344,Maremaid,London,"Africa., port unspecified",298,239,1703,,,,,,Slaves disembarked in Americas
21345,Neptune,London,"Africa., port unspecified",312,250,1703,,,,,,Slaves disembarked in Americas
21346,Mary,London,"Africa., port unspecified",187,150,1703,,,,,,Slaves disembarked in Americas
21347,Martin Gally,London,"Africa., port unspecified",250,200,1704,,,,,,Slaves disembarked in Americas
21349,Greswold,London,"Africa., port unspecified",230,184,1704,,,,,,Slaves disembarked in Americas
21350,Maurice and George,London,"Africa., port unspecified",562,450,1704,,,,,,Slaves disembarked in Americas
21351,Catherine Bonadventure,London,"Africa., port unspecified",175,140,1705,,,,,,Slaves disembarked in Americas
21353,Susanna,London,"Africa., port unspecified",275,220,1705,,,,,,Slaves disembarked in Americas
21354,John's Adventure,London,"Africa., port unspecified",162,130,1705,,,,,,Slaves disembarked in Americas
21355,Unity,London,"Africa., port unspecified",245,196,1705,,,,,,Slaves disembarked in Americas
21356,Martin,London,"Africa., port unspecified",250,200,1705,,,,,,Slaves disembarked in Americas
21357,Greswold,London,"Africa., port unspecified",215,180,1705,,,,,,Slaves disembarked in Americas
21358,Thomas,London,"Africa., port unspecified",362,290,1705,,,,,,Slaves disembarked in Americas
21360,Dolphin,London,"Africa., port unspecified",363,291,1707,,,,,,Slaves disembarked in Americas
21361,Katherine Bonadventure,London,"Gold Coast, port unspecified",176,152,1703,,,,,,Slaves disembarked in Americas
21363,George and Catherine,London,"Africa., port unspecified",301,257,1712,,,,,,Slaves disembarked in Americas
21364,Mercury Gally,London,"Africa., port unspecified",237,190,1713,,,,,,Slaves disembarked in Americas
21368,Hope Gally,London,"Africa., port unspecified",237,190,1707,,,,,,Slaves disembarked in Americas
21369,Betty,London,"Africa., port unspecified",160,142,1705,,,,,,Slaves disembarked in Americas
21370,Margaret and Mary,London,"Africa., port unspecified",246,197,1678,,,,,,Slaves disembarked in Americas
21371,Providence,London,"Gold Coast, port unspecified",300,234,1678,0.4188,0.39744,0.18376,,,Slaves disembarked in Americas
21372,Charles,London,"Africa., port unspecified",243,195,1678,,,,,,Slaves disembarked in Americas
21376,Elizabeth,London,New Calabar,245,170,1664,,,,,,Slaves disembarked in Americas
21383,Pellican,London,Madagascar,260,180,1687,,,,,,Slaves disembarked in Americas
21384,Bridgewater Merchant,London,Madagascar,427,295,1681,,,,,,Slaves disembarked in Americas
21388,Eagle,London,Bonny,388,357,1697,,,,40,,Slaves disembarked in Americas
21389,Nancy,London,,,,1711,,,,,,No slaves embarked
21394,Society,London,"Africa., port unspecified",218,175,1696,,,,,,Slaves disembarked in Americas
21397,African Gally,London,"Africa., port unspecified",482,102,1699,,,,380,0.79,Slaves disembarked in Americas
21398,Fairfax,London,"Africa., port unspecified",237,190,1699,,,,,,Slaves disembarked in Americas
21399,John Hopewell,London,"Africa., port unspecified",400,320,1700,,,,,,Slaves disembarked in Americas
21400,Betty Gally,London,"Africa., port unspecified",80,64,1701,,,,,,Slaves disembarked in Americas
21401,Endeavour,London,"Africa., port unspecified",61,49,1702,,,,,,Slaves disembarked in Americas
21402,Hunter Gally,London,Calabar,200,152,1702,,,,,,Slaves disembarked in Americas
21403,Providence,London,"Africa., port unspecified",164,136,1702,,,,,,Slaves disembarked in Americas
21405,Dorset,London,"Africa., port unspecified",148,131,1705,,,,,,Slaves disembarked in Americas
21406,Olive Tree,London,"Africa., port unspecified",187,150,1705,,,,,,Slaves disembarked in Americas
21407,Adventure,London,"Africa., port unspecified",112,90,1705,,,,,,Slaves disembarked in Americas
21409,Queen Anne Gally,London,Gambia,89,79,1708,,,,,,Slaves disembarked in Americas
21410,Alexander Gally,London,"Africa., port unspecified",149,119,1708,,,,,,Slaves disembarked in Americas
21411,Katherine,London,"Africa., port unspecified",243,195,1693,,,,,,No information on slaves
21412,Concord,London,Bonny,251,174,1700,,,,,,"Slaves embarked, transhipped or no further record"
21413,Thomas and Hannah,London,,,,1708,,,,,,No slaves embarked
21414,Martha,London,Loango,200,180,1701,,,,20,0.1,Slaves disembarked in Americas
21416,Fly,London,Calabar,145,145,1697,0.47586,0.3931,0.13103,,,Slaves disembarked in Americas
21417,Susan,London,"Africa., port unspecified",287,230,1664,,,,,,Slaves disembarked in Americas
21420,William and Jane,London,Portudal,49,49,1699,,,,0,0.0,Slaves disembarked in Old World
21424,Ann,London,"Africa., port unspecified",237,190,1702,,,,,,No information on slaves
21425,Marlborough,London,"Gold Coast, port unspecified",273,236,1703,,,,,,"Slaves embarked, transhipped or no further record"
21502,Blessing,London,"Senegambia and offshore Atlantic, port unspecified",179,158,1662,,,,,,"Slaves embarked, transhipped or no further record"
21503,Mercury Gally,London,"Africa., port unspecified",487,416,1712,,,,,,Slaves disembarked in Americas
21505,Restore (a) Prosper,London,"Gold Coast, port unspecified",587,470,1697,,,,,,Slaves disembarked in Americas
21507,Thomas and John,London,"Africa., port unspecified",167,134,1697,,,,,,Slaves disembarked in Americas
21551,Saint George,London,"West Central Africa and St. Helena, port unspecified",346,300,1676,,,,,,Slaves disembarked in Americas
21552,Thomas and Emm,London,Calabar,145,109,1658,,,,,,Slaves disembarked in Americas
21553,Ellinor,London,Calabar,145,109,1658,,,,,,Slaves disembarked in Americas
21556,Dorothy,London,"Gold Coast, port unspecified",135,,1682,,,,,,Slaves perished with ship
21558,Providence,London,"Africa., port unspecified",326,261,1682,,,,,,Slaves disembarked in Americas
21563,Supply,London,,,,1652,,,,,,No slaves embarked
21564,Friendship,London,,,,1652,,,,,,No slaves embarked
21577,Merchant's Delight,London,Cape Coast Castle,100,,1661,,,,,,"Slaves embarked, transhipped or no further record"
21579,Thomas and William,London,"Africa., port unspecified",330,264,1668,,,,,,Slaves disembarked in Americas
21580,Mary Bonadventure,London,"Africa., port unspecified",313,251,1644,,,,,,Slaves disembarked in Americas
